pdf_name	pdf_class	mh	peak_mass	peak_value	delta_peak_minus_mh	best_mean_name	best_mean_value	delta_best_mean_minus_mh	mean_names	mean_values
hggpdfsmrel_ggh_in_2023postBPix_cat1_13TeV_wv	RooAddPdf	125.379997	123.570408	0.1837969411	-1.809590	mean_g1_ggh_in_2023postBPix_cat1_13TeV_wv	123.813035	-1.566963	mean_g0_ggh_in_2023postBPix_cat1_13TeV_wv;mean_g1_ggh_in_2023postBPix_cat1_13TeV_wv;mean_g2_ggh_in_2023postBPix_cat1_13TeV_wv;mean_g3_ggh_in_2023postBPix_cat1_13TeV_wv	123.304341;123.813035;123.131179;121.566383
hggpdfsmrel_ggh_in_2023postBPix_cat2_13TeV_rv	RooAddPdf	125.379997	124.020547	0.163316811381	-1.359450	mean_g0_ggh_in_2023postBPix_cat2_13TeV_rv	124.168389	-1.211609	mean_g0_ggh_in_2023postBPix_cat2_13TeV_rv;mean_g1_ggh_in_2023postBPix_cat2_13TeV_rv	124.168389;123.264403
hggpdfsmrel_ggh_in_2023postBPix_cat2_13TeV_wv	RooAddPdf	125.379997	123.853958	0.11613811078	-1.526039	mean_g1_ggh_in_2023postBPix_cat2_13TeV_wv	124.009639	-1.370358	mean_g0_ggh_in_2023postBPix_cat2_13TeV_wv;mean_g1_ggh_in_2023postBPix_cat2_13TeV_wv;mean_g2_ggh_in_2023postBPix_cat2_13TeV_wv	127.474150;124.009639;122.075707
hggpdfsmrel_ggh_in_2023preBPix_cat0_13TeV_rv	RooAddPdf	125.379997	125.709727	0.313237270004	0.329730	mean_g0_ggh_in_2023preBPix_cat0_13TeV_rv	125.488898	0.108901	mean_g0_ggh_in_2023preBPix_cat0_13TeV_rv;mean_g1_ggh_in_2023preBPix_cat0_13TeV_rv;mean_g2_ggh_in_2023preBPix_cat0_13TeV_rv	125.488898;126.119591;123.610734
hggpdfsmrel_ggh_in_2023preBPix_cat0_13TeV_wv	RooAddPdf	125.379997	125.749767	0.213907596182	0.369770	mean_g0_ggh_in_2023preBPix_cat0_13TeV_wv	125.786345	0.406348	mean_g0_ggh_in_2023preBPix_cat0_13TeV_wv;mean_g1_ggh_in_2023preBPix_cat0_13TeV_wv;mean_g2_ggh_in_2023preBPix_cat0_13TeV_wv;mean_g3_ggh_in_2023preBPix_cat0_13TeV_wv	125.786345;126.358341;124.038922;124.926202
hggpdfsmrel_ggh_in_2023preBPix_cat1_13TeV_rv	RooAddPdf	125.379997	125.571745	0.2330510997	0.191747	mean_g0_ggh_in_2023preBPix_cat1_13TeV_rv	125.611967	0.231970	mean_g0_ggh_in_2023preBPix_cat1_13TeV_rv;mean_g1_ggh_in_2023preBPix_cat1_13TeV_rv;mean_g2_ggh_in_2023preBPix_cat1_13TeV_rv;mean_g3_ggh_in_2023preBPix_cat1_13TeV_rv;mean_g4_ggh_in_2023preBPix_cat1_13TeV_rv	125.611967;125.367178;123.473061;125.498231;124.317254
hggpdfsmrel_ggh_in_2023preBPix_cat1_13TeV_wv	RooAddPdf	125.379997	125.583178	0.165536007777	0.203181	mean_g1_ggh_in_2023preBPix_cat1_13TeV_wv	125.838771	0.458774	mean_g0_ggh_in_2023preBPix_cat1_13TeV_wv;mean_g1_ggh_in_2023preBPix_cat1_13TeV_wv;mean_g2_ggh_in_2023preBPix_cat1_13TeV_wv;mean_g3_ggh_in_2023preBPix_cat1_13TeV_wv	124.772933;125.838771;124.881061;125.934433
hggpdfsmrel_ggh_in_2023preBPix_cat2_13TeV_rv	RooAddPdf	125.379997	125.377128	0.154908833736	-0.002870	mean_g2_ggh_in_2023preBPix_cat2_13TeV_rv	125.479430	0.099433	mean_g0_ggh_in_2023preBPix_cat2_13TeV_rv;mean_g1_ggh_in_2023preBPix_cat2_13TeV_rv;mean_g2_ggh_in_2023preBPix_cat2_13TeV_rv	123.871736;125.509548;125.479430
hggpdfsmrel_ggh_in_2023preBPix_cat2_13TeV_wv	RooAddPdf	125.379997	125.221550	0.113570664718	-0.158448	mean_g1_ggh_in_2023preBPix_cat2_13TeV_wv	125.380087	0.000090	mean_g0_ggh_in_2023preBPix_cat2_13TeV_wv;mean_g1_ggh_in_2023preBPix_cat2_13TeV_wv	124.227591;125.380087
hggpdfsmrel_ggh_out_2022postEE_cat0_13TeV_rv	RooAddPdf	125.379997	126.564116	0.37115779061	1.184119	mean_g0_ggh_out_2022postEE_cat0_13TeV_rv	126.621399	1.241402	mean_g0_ggh_out_2022postEE_cat0_13TeV_rv;mean_g1_ggh_out_2022postEE_cat0_13TeV_rv	126.621399;125.592183
hggpdfsmrel_ggh_out_2022postEE_cat0_13TeV_wv	RooAddPdf	125.379997	125.649244	0.118781587305	0.269247	mean_g0_ggh_out_2022postEE_cat0_13TeV_wv	125.876605	0.496608	mean_g0_ggh_out_2022postEE_cat0_13TeV_wv;mean_g1_ggh_out_2022postEE_cat0_13TeV_wv	125.876605;124.628509
hggpdfsmrel_ggh_out_2022postEE_cat1_13TeV_rv	RooAddPdf	125.379997	125.409160	0.207720796661	0.029162	mean_g0_ggh_out_2022postEE_cat1_13TeV_rv	125.408827	0.028830	mean_g0_ggh_out_2022postEE_cat1_13TeV_rv	125.408827
hggpdfsmrel_ggh_out_2022postEE_cat1_13TeV_wv	RooAddPdf	125.379997	126.212497	0.20960501637	0.832500	mean_g0_ggh_out_2022postEE_cat1_13TeV_wv	126.235259	0.855262	mean_g0_ggh_out_2022postEE_cat1_13TeV_wv;mean_g1_ggh_out_2022postEE_cat1_13TeV_wv	126.235259;124.639907
hggpdfsmrel_ggh_out_2022postEE_cat2_13TeV_rv	RooAddPdf	125.379997	125.430181	0.131435233345	0.050183	mean_g1_ggh_out_2022postEE_cat2_13TeV_rv	125.489755	0.109758	mean_g0_ggh_out_2022postEE_cat2_13TeV_rv;mean_g1_ggh_out_2022postEE_cat2_13TeV_rv;mean_g2_ggh_out_2022postEE_cat2_13TeV_rv	125.264510;125.489755;125.274529
hggpdfsmrel_ggh_out_2022postEE_cat2_13TeV_wv	RooAddPdf	125.379997	125.741759	0.105367783942	0.361762	mean_g0_ggh_out_2022postEE_cat2_13TeV_wv	125.741372	0.361375	mean_g0_ggh_out_2022postEE_cat2_13TeV_wv	125.741372
hggpdfsmrel_ggh_out_2022preEE_cat0_13TeV_rv	RooAddPdf	125.379997	125.479652	0.245535249196	0.099655	mean_g0_ggh_out_2022preEE_cat0_13TeV_rv	125.969651	0.589654	mean_g0_ggh_out_2022preEE_cat0_13TeV_rv;mean_g1_ggh_out_2022preEE_cat0_13TeV_rv;mean_g2_ggh_out_2022preEE_cat0_13TeV_rv;mean_g3_ggh_out_2022preEE_cat0_13TeV_rv	125.969651;126.026528;124.606566;121.668091
hggpdfsmrel_ggh_out_2022preEE_cat0_13TeV_wv	RooAddPdf	125.379997	125.732750	0.274907117826	0.352753	mean_g0_ggh_out_2022preEE_cat0_13TeV_wv	125.732885	0.352888	mean_g0_ggh_out_2022preEE_cat0_13TeV_wv	125.732885
hggpdfsmrel_ggh_out_2022preEE_cat1_13TeV_rv	RooAddPdf	125.379997	125.175081	0.221138204465	-0.204916	mean_g2_ggh_out_2022preEE_cat1_13TeV_rv	125.231810	-0.148187	mean_g0_ggh_out_2022preEE_cat1_13TeV_rv;mean_g1_ggh_out_2022preEE_cat1_13TeV_rv;mean_g2_ggh_out_2022preEE_cat1_13TeV_rv	126.041258;124.179762;125.231810
hggpdfsmrel_ggh_out_2022preEE_cat1_13TeV_wv	RooAddPdf	125.379997	125.247576	0.143351176845	-0.132422	mean_g1_ggh_out_2022preEE_cat1_13TeV_wv	125.228862	-0.151135	mean_g0_ggh_out_2022preEE_cat1_13TeV_wv;mean_g1_ggh_out_2022preEE_cat1_13TeV_wv	126.079331;125.228862
hggpdfsmrel_ggh_out_2022preEE_cat2_13TeV_rv	RooAddPdf	125.379997	125.175504	0.129534534884	-0.204494	mean_g0_ggh_out_2022preEE_cat2_13TeV_rv	124.893701	-0.486296	mean_g0_ggh_out_2022preEE_cat2_13TeV_rv;mean_g1_ggh_out_2022preEE_cat2_13TeV_rv;mean_g2_ggh_out_2022preEE_cat2_13TeV_rv	124.893701;126.067303;124.029915
hggpdfsmrel_ggh_out_2022preEE_cat2_13TeV_wv	RooAddPdf	125.379997	124.907969	0.115752134777	-0.472028	mean_g1_ggh_out_2022preEE_cat2_13TeV_wv	124.669842	-0.710155	mean_g0_ggh_out_2022preEE_cat2_13TeV_wv;mean_g1_ggh_out_2022preEE_cat2_13TeV_wv;mean_g2_ggh_out_2022preEE_cat2_13TeV_wv	126.318005;124.669842;125.313838
hggpdfsmrel_ggh_out_2023postBPix_cat1_13TeV_rv	RooAddPdf	125.379997	123.278271	0.209877972588	-2.101726	mean_g0_ggh_out_2023postBPix_cat1_13TeV_rv	123.394565	-1.985432	mean_g0_ggh_out_2023postBPix_cat1_13TeV_rv;mean_g1_ggh_out_2023postBPix_cat1_13TeV_rv	123.394565;121.745167
hggpdfsmrel_ggh_out_2023postBPix_cat1_13TeV_wv	RooAddPdf	125.379997	124.262634	0.238158315956	-1.117363	mean_g0_ggh_out_2023postBPix_cat1_13TeV_wv	124.262989	-1.117008	mean_g0_ggh_out_2023postBPix_cat1_13TeV_wv	124.262989
hggpdfsmrel_ggh_out_2023postBPix_cat2_13TeV_rv	RooAddPdf	125.379997	123.817499	0.129976880601	-1.562498	mean_g0_ggh_out_2023postBPix_cat2_13TeV_rv	123.817201	-1.562797	mean_g0_ggh_out_2023postBPix_cat2_13TeV_rv	123.817201
hggpdfsmrel_ggh_out_2023postBPix_cat2_13TeV_wv	RooAddPdf	125.379997	124.138087	0.112274568424	-1.241910	mean_g0_ggh_out_2023postBPix_cat2_13TeV_wv	124.138278	-1.241719	mean_g0_ggh_out_2023postBPix_cat2_13TeV_wv	124.138278
hggpdfsmrel_ggh_out_2023preBPix_cat0_13TeV_rv	RooAddPdf	125.379997	125.692287	0.29738438544	0.312290	mean_g0_ggh_out_2023preBPix_cat0_13TeV_rv	125.692179	0.312182	mean_g0_ggh_out_2023preBPix_cat0_13TeV_rv	125.692179
hggpdfsmrel_ggh_out_2023preBPix_cat0_13TeV_wv	RooAddPdf	125.379997	126.145430	0.2124091154	0.765433	mean_g0_ggh_out_2023preBPix_cat0_13TeV_wv	126.430313	1.050315	mean_g0_ggh_out_2023preBPix_cat0_13TeV_wv;mean_g1_ggh_out_2023preBPix_cat0_13TeV_wv	126.430313;124.724439
hggpdfsmrel_ggh_out_2023preBPix_cat1_13TeV_rv	RooAddPdf	125.379997	125.244573	0.266744573052	-0.135425	mean_g0_ggh_out_2023preBPix_cat1_13TeV_rv	125.261644	-0.118353	mean_g0_ggh_out_2023preBPix_cat1_13TeV_rv;mean_g1_ggh_out_2023preBPix_cat1_13TeV_rv	125.261644;124.922988
hggpdfsmrel_ggh_out_2023preBPix_cat1_13TeV_wv	RooAddPdf	125.379997	126.732707	0.182530305083	1.352710	mean_g0_ggh_out_2023preBPix_cat1_13TeV_wv	126.732389	1.352392	mean_g0_ggh_out_2023preBPix_cat1_13TeV_wv	126.732389
hggpdfsmrel_ggh_out_2023preBPix_cat2_13TeV_rv	RooAddPdf	125.379997	125.662257	0.124920590953	0.282260	mean_g0_ggh_out_2023preBPix_cat2_13TeV_rv	126.068256	0.688259	mean_g0_ggh_out_2023preBPix_cat2_13TeV_rv;mean_g1_ggh_out_2023preBPix_cat2_13TeV_rv	126.068256;124.300788
hggpdfsmrel_ggh_out_2023preBPix_cat2_13TeV_wv	RooAddPdf	125.379997	125.291620	0.107892684147	-0.088378	mean_g0_ggh_out_2023preBPix_cat2_13TeV_wv	124.479252	-0.900745	mean_g0_ggh_out_2023preBPix_cat2_13TeV_wv;mean_g1_ggh_out_2023preBPix_cat2_13TeV_wv	124.479252;126.690430
hggpdfsmrel_tth_in_2022postEE_cat0_13TeV_rv	RooAddPdf	125.379997	125.979842	0.309448925329	0.599845	mean_g0_tth_in_2022postEE_cat0_13TeV_rv	126.042785	0.662788	mean_g0_tth_in_2022postEE_cat0_13TeV_rv;mean_g1_tth_in_2022postEE_cat0_13TeV_rv;mean_g2_tth_in_2022postEE_cat0_13TeV_rv;mean_g3_tth_in_2022postEE_cat0_13TeV_rv	126.042785;125.474984;126.297876;122.794708
hggpdfsmrel_tth_in_2022postEE_cat0_13TeV_wv	RooAddPdf	125.379997	125.639234	0.118815489176	0.259237	mean_g0_tth_in_2022postEE_cat0_13TeV_wv	125.866528	0.486531	mean_g0_tth_in_2022postEE_cat0_13TeV_wv;mean_g1_tth_in_2022postEE_cat0_13TeV_wv	125.866528;124.618532
hggpdfsmrel_tth_in_2022postEE_cat1_13TeV_rv	RooAddPdf	125.379997	125.878318	0.249907246848	0.498321	mean_g0_tth_in_2022postEE_cat1_13TeV_rv	126.174046	0.794049	mean_g0_tth_in_2022postEE_cat1_13TeV_rv;mean_g1_tth_in_2022postEE_cat1_13TeV_rv;mean_g2_tth_in_2022postEE_cat1_13TeV_rv;mean_g3_tth_in_2022postEE_cat1_13TeV_rv;mean_g4_tth_in_2022postEE_cat1_13TeV_rv	126.174046;124.925344;124.626612;126.212880;122.223940
hggpdfsmrel_tth_in_2022postEE_cat1_13TeV_wv	RooAddPdf	125.379997	125.591186	0.119263667367	0.211189	mean_g0_tth_in_2022postEE_cat1_13TeV_wv	125.818764	0.438766	mean_g0_tth_in_2022postEE_cat1_13TeV_wv;mean_g1_tth_in_2022postEE_cat1_13TeV_wv	125.818764;124.571241
hggpdfsmrel_tth_in_2022postEE_cat2_13TeV_rv	RooAddPdf	125.379997	125.646241	0.169829645535	0.266244	mean_g2_tth_in_2022postEE_cat2_13TeV_rv	124.993605	-0.386393	mean_g0_tth_in_2022postEE_cat2_13TeV_rv;mean_g1_tth_in_2022postEE_cat2_13TeV_rv;mean_g2_tth_in_2022postEE_cat2_13TeV_rv	123.995273;126.335992;124.993605
hggpdfsmrel_tth_in_2022postEE_cat2_13TeV_wv	RooAddPdf	125.379997	123.367783	0.0922891331194	-2.012215	mean_g0_tth_in_2022postEE_cat2_13TeV_wv	123.367891	-2.012107	mean_g0_tth_in_2022postEE_cat2_13TeV_wv	123.367891
hggpdfsmrel_tth_in_2022preEE_cat0_13TeV_rv	RooAddPdf	125.379997	125.756774	0.341176960115	0.376777	mean_g0_tth_in_2022preEE_cat0_13TeV_rv	125.886619	0.506621	mean_g0_tth_in_2022preEE_cat0_13TeV_rv;mean_g1_tth_in_2022preEE_cat0_13TeV_rv;mean_g2_tth_in_2022preEE_cat0_13TeV_rv;mean_g3_tth_in_2022preEE_cat0_13TeV_rv	125.886619;125.240007;125.150228;123.755189
hggpdfsmrel_tth_in_2022preEE_cat0_13TeV_wv	RooAddPdf	125.379997	125.269598	0.121468111996	-0.110400	mean_g0_tth_in_2022preEE_cat0_13TeV_wv	126.128846	0.748849	mean_g0_tth_in_2022preEE_cat0_13TeV_wv;mean_g1_tth_in_2022preEE_cat0_13TeV_wv;mean_g2_tth_in_2022preEE_cat0_13TeV_wv	126.128846;123.513878;124.214993
hggpdfsmrel_tth_in_2022preEE_cat1_13TeV_rv	RooAddPdf	125.379997	125.608203	0.240358124007	0.228206	mean_g0_tth_in_2022preEE_cat1_13TeV_rv	125.720438	0.340440	mean_g0_tth_in_2022preEE_cat1_13TeV_rv;mean_g1_tth_in_2022preEE_cat1_13TeV_rv	125.720438;124.598169
hggpdfsmrel_tth_in_2022preEE_cat1_13TeV_wv	RooAddPdf	125.379997	125.192521	0.121559585057	-0.187477	mean_g0_tth_in_2022preEE_cat1_13TeV_wv	126.051343	0.671346	mean_g0_tth_in_2022preEE_cat1_13TeV_wv;mean_g1_tth_in_2022preEE_cat1_13TeV_wv;mean_g2_tth_in_2022preEE_cat1_13TeV_wv	126.051343;123.437982;124.138666
hggpdfsmrel_tth_in_2022preEE_cat2_13TeV_rv	RooAddPdf	125.379997	125.207536	0.177269849392	-0.172462	mean_g0_tth_in_2022preEE_cat2_13TeV_rv	125.283142	-0.096856	mean_g0_tth_in_2022preEE_cat2_13TeV_rv;mean_g1_tth_in_2022preEE_cat2_13TeV_rv	125.283142;124.736071
hggpdfsmrel_tth_in_2022preEE_cat2_13TeV_wv	RooAddPdf	125.379997	125.081988	0.121856319923	-0.298010	mean_g0_tth_in_2022preEE_cat2_13TeV_wv	125.940107	0.560110	mean_g0_tth_in_2022preEE_cat2_13TeV_wv;mean_g1_tth_in_2022preEE_cat2_13TeV_wv;mean_g2_tth_in_2022preEE_cat2_13TeV_wv	125.940107;123.329053;124.029118
hggpdfsmrel_tth_in_2023postBPix_cat0_13TeV_rv	RooAddPdf	125.379997	123.708390	0.361163086922	-1.671607	mean_g0_tth_in_2023postBPix_cat0_13TeV_rv	123.740986	-1.639011	mean_g0_tth_in_2023postBPix_cat0_13TeV_rv;mean_g1_tth_in_2023postBPix_cat0_13TeV_rv	123.740986;123.474749
hggpdfsmrel_tth_in_2023postBPix_cat0_13TeV_wv	RooAddPdf	125.379997	123.331747	0.118363407607	-2.048251	mean_g1_tth_in_2023postBPix_cat0_13TeV_wv	123.492861	-1.887136	mean_g0_tth_in_2023postBPix_cat0_13TeV_wv;mean_g1_tth_in_2023postBPix_cat0_13TeV_wv;mean_g2_tth_in_2023postBPix_cat0_13TeV_wv	126.942934;123.492861;121.566988
hggpdfsmrel_tth_in_2023postBPix_cat1_13TeV_rv	RooAddPdf	125.379997	123.592852	0.282170970153	-1.787145	mean_g1_tth_in_2023postBPix_cat1_13TeV_rv	123.655652	-1.724345	mean_g0_tth_in_2023postBPix_cat1_13TeV_rv;mean_g1_tth_in_2023postBPix_cat1_13TeV_rv	122.495693;123.655652
hggpdfsmrel_tth_in_2023postBPix_cat1_13TeV_wv	RooAddPdf	125.379997	123.250243	0.120563163215	-2.129755	mean_g1_tth_in_2023postBPix_cat1_13TeV_wv	123.417538	-1.962459	mean_g0_tth_in_2023postBPix_cat1_13TeV_wv;mean_g1_tth_in_2023postBPix_cat1_13TeV_wv;mean_g2_tth_in_2023postBPix_cat1_13TeV_wv	126.865507;123.417538;121.492840
hggpdfsmrel_tth_in_2023postBPix_cat2_13TeV_rv	RooAddPdf	125.379997	123.888993	0.165355621888	-1.491004	mean_g0_tth_in_2023postBPix_cat2_13TeV_rv	123.991145	-1.388852	mean_g0_tth_in_2023postBPix_cat2_13TeV_rv;mean_g1_tth_in_2023postBPix_cat2_13TeV_rv	123.991145;122.913568
hggpdfsmrel_tth_in_2023postBPix_cat2_13TeV_wv	RooAddPdf	125.379997	123.766448	0.115530586512	-1.613549	mean_g1_tth_in_2023postBPix_cat2_13TeV_wv	123.919984	-1.460013	mean_g0_tth_in_2023postBPix_cat2_13TeV_wv;mean_g1_tth_in_2023postBPix_cat2_13TeV_wv;mean_g2_tth_in_2023postBPix_cat2_13TeV_wv	127.381990;123.919984;121.987450
hggpdfsmrel_tth_in_2023preBPix_cat0_13TeV_rv	RooAddPdf	125.379997	125.799817	0.319228194578	0.419820	mean_g0_tth_in_2023preBPix_cat0_13TeV_rv	125.871113	0.491115	mean_g0_tth_in_2023preBPix_cat0_13TeV_rv;mean_g1_tth_in_2023preBPix_cat0_13TeV_rv;mean_g2_tth_in_2023preBPix_cat0_13TeV_rv;mean_g3_tth_in_2023preBPix_cat0_13TeV_rv;mean_g4_tth_in_2023preBPix_cat0_13TeV_rv	125.871113;125.329073;124.719376;123.496035;122.328695
hggpdfsmrel_tth_in_2023preBPix_cat0_13TeV_wv	RooAddPdf	125.379997	125.430181	0.11180114159	0.050183	mean_g1_tth_in_2023preBPix_cat0_13TeV_wv	125.588270	0.208273	mean_g0_tth_in_2023preBPix_cat0_13TeV_wv;mean_g1_tth_in_2023preBPix_cat0_13TeV_wv	124.433861;125.588270
hggpdfsmrel_tth_in_2023preBPix_cat1_13TeV_rv	RooAddPdf	125.379997	125.637232	0.240549674173	0.257235	mean_g4_tth_in_2023preBPix_cat1_13TeV_rv	125.657015	0.277018	mean_g0_tth_in_2023preBPix_cat1_13TeV_rv;mean_g1_tth_in_2023preBPix_cat1_13TeV_rv;mean_g2_tth_in_2023preBPix_cat1_13TeV_rv;mean_g3_tth_in_2023preBPix_cat1_13TeV_rv;mean_g4_tth_in_2023preBPix_cat1_13TeV_rv	125.662339;125.569797;124.313176;125.486242;125.657015
hggpdfsmrel_tth_in_2023preBPix_cat1_13TeV_wv	RooAddPdf	125.379997	125.401152	0.112568468941	0.021154	mean_g1_tth_in_2023preBPix_cat1_13TeV_wv	125.559875	0.179878	mean_g0_tth_in_2023preBPix_cat1_13TeV_wv;mean_g1_tth_in_2023preBPix_cat1_13TeV_wv	124.405726;125.559875
hggpdfsmrel_tth_in_2023preBPix_cat2_13TeV_rv	RooAddPdf	125.379997	125.480653	0.161503484597	0.100656	mean_g0_tth_in_2023preBPix_cat2_13TeV_rv	125.728871	0.348874	mean_g0_tth_in_2023preBPix_cat2_13TeV_rv;mean_g1_tth_in_2023preBPix_cat2_13TeV_rv;mean_g2_tth_in_2023preBPix_cat2_13TeV_rv	125.728871;125.083490;123.854498
hggpdfsmrel_tth_in_2023preBPix_cat2_13TeV_wv	RooAddPdf	125.379997	125.229558	0.11306424083	-0.150440	mean_g1_tth_in_2023preBPix_cat2_13TeV_wv	125.387420	0.007423	mean_g0_tth_in_2023preBPix_cat2_13TeV_wv;mean_g1_tth_in_2023preBPix_cat2_13TeV_wv	124.234857;125.387420
hggpdfsmrel_vbf_in_2022postEE_cat0_13TeV_rv	RooAddPdf	125.379997	125.907347	0.312036462877	0.527350	mean_g0_vbf_in_2022postEE_cat0_13TeV_rv	125.880607	0.500610	mean_g0_vbf_in_2022postEE_cat0_13TeV_rv;mean_g1_vbf_in_2022postEE_cat0_13TeV_rv;mean_g2_vbf_in_2022postEE_cat0_13TeV_rv;mean_g3_vbf_in_2022postEE_cat0_13TeV_rv;mean_g4_vbf_in_2022postEE_cat0_13TeV_rv	125.880607;126.764997;125.156140;124.342752;123.632981
hggpdfsmrel_vbf_in_2022postEE_cat0_13TeV_wv	RooAddPdf	125.379997	126.301008	0.212172418163	0.921011	mean_g0_vbf_in_2022postEE_cat0_13TeV_wv	126.321640	0.941643	mean_g0_vbf_in_2022postEE_cat0_13TeV_wv;mean_g1_vbf_in_2022postEE_cat0_13TeV_wv	126.321640;126.236717
hggpdfsmrel_vbf_in_2022postEE_cat1_13TeV_rv	RooAddPdf	125.379997	125.792810	0.243728645479	0.412813	mean_g0_vbf_in_2022postEE_cat1_13TeV_rv	125.850432	0.470435	mean_g0_vbf_in_2022postEE_cat1_13TeV_rv;mean_g1_vbf_in_2022postEE_cat1_13TeV_rv;mean_g2_vbf_in_2022postEE_cat1_13TeV_rv;mean_g3_vbf_in_2022postEE_cat1_13TeV_rv;mean_g4_vbf_in_2022postEE_cat1_13TeV_rv	125.850432;124.686110;125.958502;124.580251;123.045195
hggpdfsmrel_vbf_in_2022postEE_cat1_13TeV_wv	RooAddPdf	125.379997	125.828846	0.159307686704	0.448849	mean_g0_vbf_in_2022postEE_cat1_13TeV_wv	126.015435	0.635438	mean_g0_vbf_in_2022postEE_cat1_13TeV_wv;mean_g1_vbf_in_2022postEE_cat1_13TeV_wv	126.015435;125.388856
hggpdfsmrel_vbf_in_2022postEE_cat2_13TeV_rv	RooAddPdf	125.379997	125.424175	0.167053631804	0.044177	mean_g1_vbf_in_2022postEE_cat2_13TeV_rv	125.630035	0.250038	mean_g0_vbf_in_2022postEE_cat2_13TeV_rv;mean_g1_vbf_in_2022postEE_cat2_13TeV_rv;mean_g2_vbf_in_2022postEE_cat2_13TeV_rv	123.815194;125.630035;123.589436
hggpdfsmrel_vbf_in_2022postEE_cat2_13TeV_wv	RooAddPdf	125.379997	125.071978	0.116831394092	-0.308020	mean_g0_vbf_in_2022postEE_cat2_13TeV_wv	125.072252	-0.307745	mean_g0_vbf_in_2022postEE_cat2_13TeV_wv	125.072252
hggpdfsmrel_vbf_in_2022preEE_cat0_13TeV_rv	RooAddPdf	125.379997	125.678273	0.340565186419	0.298276	mean_g0_vbf_in_2022preEE_cat0_13TeV_rv	125.705712	0.325715	mean_g0_vbf_in_2022preEE_cat0_13TeV_rv;mean_g1_vbf_in_2022preEE_cat0_13TeV_rv;mean_g2_vbf_in_2022preEE_cat0_13TeV_rv;mean_g3_vbf_in_2022preEE_cat0_13TeV_rv	125.705712;125.436083;126.307369;123.770056
hggpdfsmrel_vbf_in_2022preEE_cat0_13TeV_wv	RooAddPdf	125.379997	125.661256	0.211966367026	0.281259	mean_g0_vbf_in_2022preEE_cat0_13TeV_wv	125.766972	0.386975	mean_g0_vbf_in_2022preEE_cat0_13TeV_wv;mean_g1_vbf_in_2022preEE_cat0_13TeV_wv	125.766972;125.284370
hggpdfsmrel_vbf_in_2022preEE_cat1_13TeV_rv	RooAddPdf	125.379997	125.731749	0.23072107814	0.351752	mean_g1_vbf_in_2022preEE_cat1_13TeV_rv	126.071105	0.691107	mean_g0_vbf_in_2022preEE_cat1_13TeV_rv;mean_g1_vbf_in_2022preEE_cat1_13TeV_rv	124.296371;126.071105
hggpdfsmrel_vbf_in_2022preEE_cat1_13TeV_wv	RooAddPdf	125.379997	125.133039	0.135548668517	-0.246959	mean_g0_vbf_in_2022preEE_cat1_13TeV_wv	125.133330	-0.246667	mean_g0_vbf_in_2022preEE_cat1_13TeV_wv	125.133330
hggpdfsmrel_vbf_in_2022preEE_cat2_13TeV_rv	RooAddPdf	125.379997	125.145051	0.164018475808	-0.234947	mean_g0_vbf_in_2022preEE_cat2_13TeV_rv	125.191341	-0.188656	mean_g0_vbf_in_2022preEE_cat2_13TeV_rv;mean_g1_vbf_in_2022preEE_cat2_13TeV_rv;mean_g2_vbf_in_2022preEE_cat2_13TeV_rv	125.191341;123.053687;125.218392
